ordernumber;instock;_additionaltext;_supplier;_price
24129106;999999;;Primus;
24129107;999999;;Primus;
24129110;21;;Primus;
24129111;999999;;Primus;
24129113;999999;;Primus;
24129131;999999;;Primus;
24129152;999999;;Primus;
24129153;999999;;Primus;
24129154;999999;;Primus;
24129155;999999;;Primus;
24143001;8;;Primus;
24150006;13;;Primus;
24161016;21;;Primus;
24161026;4;;Primus;
24162016;962;;Primus;
24162021;69;;Primus;
24162022;122;;Primus;
24162023;117;;Primus;
24162024;116;;Primus;
24162025;112;;Primus;
24162033;116;;Primus;
24162034;1;;Primus;
24163149;326;;Primus;
24163150;44;;Primus;
24163156;87;;Primus;
24163157;673;;Primus;
24163158;181;;Primus;
24163159;35;;Primus;
24163160;150;;Primus;
24163161;164;;Primus;
24163162;109;;Primus;
24163163;71;;Primus;
24163164;732;;Primus;
24163165;267;;Primus;
24163166;46;;Primus;
24163167;162;;Primus;
24163168;161;;Primus;
24163169;235;;Primus;
24169044;828;;Primus;
24169049;999999;;Primus;
24169050;999999;;Primus;
24181085;3;;Primus;
24181086;2;;Primus;
24181087;33;;Primus;
24181088;108;;Primus;
24182097;8;;Primus;
24182100;5;;Primus;
24182101;6;;Primus;
24182102;14;;Primus;
24182103;1;;Primus;
24182104;30;;Primus;
24211002;1;;Primus;
24211003;1;;Primus;
24211005;1;;Primus;
24211007;1;;Primus;
24211008;23;;Primus;
24226001;4;;Primus;
24253003;14;;Primus;
24253010;4;;Primus;
24253014;3;;Primus;
24253015;6;;Primus;
24253016;6;;Primus;
24253017;6;;Primus;
24253018;8;;Primus;
24253019;2;;Primus;
24253020;3;;Primus;
24253021;3;;Primus;
24253022;3;;Primus;
24253023;3;;Primus;
24253024;2;;Primus;
24253025;2;;Primus;
24253026;1;;Primus;
24253027;2;;Primus;
24253028;2;;Primus;
24253029;1;;Primus;
24272002;1;;Primus;
24272003;1;;Primus;
24272009;1;;Primus;
24272010;2;;Primus;
24273018;2;;Primus;
24273020;4;;Primus;
24275001;94;;Primus;
24276001;37;;Primus;
24276002;8;;Primus;
24276003;7;;Primus;
24276004;32;;Primus;
24276005;7;;Primus;
24276008;2;;Primus;
24276009;4;;Primus;
24276010;10;;Primus;
24276011;8;;Primus;
24276012;10;;Primus;
24276013;15;;Primus;
24276014;4;;Primus;
24276015;9;;Primus;
24276016;1;;Primus;
24276018;2;;Primus;
24276031;4;;Primus;
24276035;9;;Primus;
24276055;5;;Primus;
24276060;2;;Primus;
24276061;7;;Primus;
2428.001;15;;Primus;
24311073;99;;Primus;
24311078;112;;Primus;
24311079;11;;Primus;
24311082;34;;Primus;
24311083;50;;Primus;
24311084;371;;Primus;
24311085;5;;Primus;
24311086;132;;Primus;
24311098;16;;Primus;
24311972;11;;Primus;
24311978;37;;Primus;
24313001;12;;Primus;
24321002;197;;Primus;
24323009;439;;Primus;
24323013;2382;;Primus;
24323017;43;;Primus;
24323021;1499;;Primus;
24323022;3347;;Primus;
24323024;610;;Primus;
24325001;16;;Primus;
24333035;35;;Primus;
24333038;42;;Primus;
24333039;26;;Primus;
24333041;79;;Primus;
24333042;20;;Primus;
24333046;85;;Primus;
24333048;92;;Primus;
24333049;32;;Primus;
24333050;38;;Primus;
24333051;173;;Primus;
24333052;132;;Primus;
24333053;177;;Primus;
24333054;153;;Primus;
24333055;10;;Primus;
24389001;81;;Primus;
24601002;9;;Primus;
24612001;38;;Primus;
24612006;16;;Primus;
24612023;19;;Primus;
24612028;5;;Primus;
24612029;12;;Primus;
24612030;16;;Primus;
24612031;16;;Primus;
24612033;35;;Primus;
24612034;8;;Primus;
24612035;13;;Primus;
24613001;6;;Primus;
24652003;2;;Primus;
24652007;34;;Primus;
24652008;7;;Primus;
24652009;24;;Primus;
24652010;25;;Primus;
24652011;45;;Primus;
24652012;31;;Primus;
24652013;12;;Primus;
24652014;3;;Primus;
24652015;1;;Primus;
24652016;42;;Primus;
24652019;33;;Primus;
24672002;19;;Primus;
24672003;7;;Primus;
24683020;15;;Primus;
24683025;3;;Primus;
24683028;3;;Primus;
24683037;4;;Primus;
24683046;40;;Primus;
24683047;18;;Primus;
24683056;17;;Primus;
24683070;81;;Primus;
24683079;61;;Primus;
24687001;24;;Primus;
25276002;10;;Primus;
25276003;3;;Primus;
25276004;1;;Primus;
25276005;3;;Primus;
25276006;1;;Primus;
25276007;8;;Primus;
25276008;26;;Primus;
25276009;6;;Primus;
25276010;4;;Primus;
25276011;97;;Primus;
25276012;13;;Primus;
25276013;11;;Primus;
25276014;4;;Primus;
25276016;9;;Primus;
25276017;7;;Primus;
25276018;1;;Primus;
25276019;7;;Primus;
25276020;1;;Primus;
25276021;13;;Primus;
25276022;6;;Primus;
25276023;5;;Primus;
25276024;11;;Primus;
25276025;9;;Primus;
25276027;6;;Primus;
25276028;5;;Primus;
25276029;1;;Primus;
25276032;13;;Primus;
25276033;1;;Primus;
25276034;6;;Primus;
25276035;9;;Primus;
25276037;20;;Primus;
25276038;4;;Primus;
25276039;5;;Primus;
25276040;1;;Primus;
25276041;4;;Primus;
25276043;17;;Primus;
25276044;1;;Primus;
25276045;15;;Primus;
25276047;14;;Primus;
25276049;6;;Primus;
25276050;2;;Primus;
25276051;2;;Primus;
25276052;17;;Primus;
25276053;14;;Primus;
25276054;2;;Primus;
25276055;3;;Primus;
25276056;9;;Primus;
25276057;5;;Primus;
25276058;1;;Primus;
25276059;20;;Primus;
25276060;6;;Primus;
25276061;10;;Primus;
25276063;60;;Primus;
25276064;10;;Primus;
25276065;9;;Primus;
25276066;2;;Primus;
25276067;14;;Primus;
25276068;8;;Primus;
25276070;7;;Primus;
25276071;3;;Primus;
25276072;2;;Primus;
25276073;1;;Primus;
25276074;5;;Primus;
25276075;8;;Primus;
25276076;3;;Primus;
25276077;4;;Primus;
25276078;5;;Primus;
25276080;5;;Primus;
25276081;6;;Primus;
25276082;5;;Primus;
25276083;14;;Primus;
25276084;4;;Primus;
25276085;18;;Primus;
25276086;5;;Primus;
25276087;4;;Primus;
25276088;3;;Primus;
25276089;19;;Primus;
25276090;13;;Primus;
25276091;2;;Primus;
25276092;6;;Primus;
25276093;4;;Primus;
25276096;4;;Primus;
25276098;7;;Primus;
25276099;1;;Primus;
25276100;5;;Primus;
25276101;17;;Primus;
25276102;5;;Primus;
25276103;11;;Primus;
25276104;2;;Primus;
25276105;7;;Primus;
25276106;1;;Primus;
25276107;3;;Primus;
25276108;4;;Primus;
25276109;2;;Primus;
25276110;4;;Primus;
25276111;3;;Primus;
25276112;5;;Primus;
25276113;2;;Primus;
25276114;6;;Primus;
25276115;2;;Primus;
25276116;10;;Primus;
25276117;2;;Primus;
25276118;1;;Primus;
25276121;1;;Primus;
25276122;3;;Primus;
25276123;3;;Primus;
25276124;16;;Primus;
25276127;2;;Primus;
25276128;3;;Primus;
25276129;5;;Primus;
25276130;1;;Primus;
25276131;1;;Primus;
25612001;1;;Primus;
25687009;44;;Primus;
25743005;12;;Primus;
25743009;291;;Primus;
25743014;14;;Primus;
25743015;2;;Primus;
25743022;17;;Primus;
25800002;8;;Primus;
25910037;157;;Primus;
25910038;429;;Primus;
25910039;451;;Primus;
25910040;387;;Primus;
2611.035;4;;Primus;
2611.059;1;;Primus;
2611.081;3;;Primus;
2611.082;6;;Primus;
2611.083;34;;Primus;
2611.084;5;;Primus;
2612.005;1;;Primus;
2614.012;3;;Primus;
2615.008;80;;Primus;
26163007;433;;Primus;
26163008;1732;;Primus;
26163009;468;;Primus;
2619.000;2;;Primus;
26233001;38;;Primus;
26243001;54;;Primus;
26333005;125;;Primus;
26333006;153;;Primus;
26333007;257;;Primus;
27163039;84;;Primus;
27163043;243;;Primus;
27163045;31;;Primus;
27163046;118;;Primus;
27163047;1724;;Primus;
27173022;283;;Primus;
27181021;21;;Primus;
27181022;22;;Primus;
27333014;17;;Primus;
27333018;23;;Primus;
2803.001;1;;Primus;
28121008;15;;Primus;
28121009;7;;Primus;
28121010;15;;Primus;
28122033;999999;;Primus;
28122039;999999;;Primus;
2813.000;32;;Primus;
28163026;94;;Primus;
28163028;1059;;Primus;
28163029;1060;;Primus;
28173019;3;;Primus;
28181014;76;;Primus;
28223003;2;;Primus;
28223004;3;;Primus;
28223006;1;;Primus;
28223007;4;;Primus;
28223008;12;;Primus;
28716001;4;;Primus;
28716003;1;;Primus;
28716006;3;;Primus;
28716008;1;;Primus;
28716009;1;;Primus;
28716012;1;;Primus;
28716017;2;;Primus;
28716018;2;;Primus;
28716020;2;;Primus;
28716021;3;;Primus;
28716022;4;;Primus;
28716024;2;;Primus;
28716027;4;;Primus;
28726003;1;;Primus;
28726004;2;;Primus;
29112015;2;;Primus;
29112020;3;;Primus;
29122014;7;;Primus;
29161011;14;;Primus;
29163024;442;;Primus;
29163025;490;;Primus;
29181017;29;;Primus;
29182004;3;;Primus;
29333009;10;;Primus;
29333011;186;;Primus;
29333012;216;;Primus;
30011023;2;;Primus;
30011024;2;;Primus;
30011026;1;;Primus;
30011028;1;;Primus;
30011029;3;;Primus;
30021004;35;;Primus;
30021016;10;;Primus;
30021017;38;;Primus;
30021018;3;;Primus;
30021019;15;;Primus;
30021020;44;;Primus;
30021021;9;;Primus;
30021022;31;;Primus;
30021024;22;;Primus;
30021025;31;;Primus;
30041001;1;;Primus;
3005.082;7;;Primus;
3005.099;14;;Primus;
3005.100;2;;Primus;
3005.101;10;;Primus;
3005.114;5;;Primus;
3005.135;5;;Primus;
3005.136;1;;Primus;
3005.152;984;;Primus;
3010.000;198;;Primus;
3011.000;9;;Primus;
3011.001;30;;Primus;
3011.004;67;;Primus;
3011.005;1;;Primus;
3011.006;51;;Primus;
3011.007;23;;Primus;
3011.008;24;;Primus;
3011.011;9;;Primus;
3011.012;15;;Primus;
3011.014;14;;Primus;
3011.015;22;;Primus;
3011.016;3;;Primus;
3011.017;17;;Primus;
3011.021;18;;Primus;
3011.022;5;;Primus;
3011.023;14;;Primus;
3011.033;14;;Primus;
3011.034;10;;Primus;
3011.035;31;;Primus;
3011.036;31;;Primus;
3011.037;11;;Primus;
3011.038;27;;Primus;
3011.039;1;;Primus;
3011.040;31;;Primus;
3011.041;4;;Primus;
3011.042;53;;Primus;
3011.043;21;;Primus;
3011.044;31;;Primus;
3011.045;4;;Primus;
3011.046;15;;Primus;
3012.000;3;;Primus;
3012.001;15;;Primus;
3012.003;3;;Primus;
3012.004;5;;Primus;
3013.000;14;;Primus;
3013.001;33;;Primus;
3013.002;3;;Primus;
3013.003;17;;Primus;
3013.004;39;;Primus;
3013.005;9;;Primus;
3013.006;60;;Primus;
3013.007;13;;Primus;
3013.008;14;;Primus;
3013.009;6;;Primus;
3013.010;5;;Primus;
3013.011;36;;Primus;
3013.012;19;;Primus;
3013.013;23;;Primus;
3013.014;43;;Primus;
3013.015;137;;Primus;
3013.016;3;;Primus;
3013.017;48;;Primus;
3013.018;32;;Primus;
3013.020;2;;Primus;
3013.021;27;;Primus;
3013.022;65;;Primus;
3013.023;51;;Primus;
3013.024;4;;Primus;
3013.025;86;;Primus;
3013.026;30;;Primus;
3013.027;1;;Primus;
3013.028;12;;Primus;
3013.029;19;;Primus;
3013.030;56;;Primus;
3013.031;68;;Primus;
3013.032;19;;Primus;
3013.033;3;;Primus;
3013.034;20;;Primus;
3015.005;26;;Primus;
3021.009;23;;Primus;
3021.014;32;;Primus;
3021.017;15;;Primus;
3021.018;3;;Primus;
3021.019;16;;Primus;
3021.022;1;;Primus;
3021.023;24;;Primus;
3021.024;25;;Primus;
3021.025;15;;Primus;
3021.026;2;;Primus;
3021.030;26;;Primus;
3021.038;13;;Primus;
3021.042;1;;Primus;
3021.044;44;;Primus;
3021.047;571;;Primus;
3021.073;153;;Primus;
3021.074;415;;Primus;
3021.082;19;;Primus;
30212001;10;;Primus;
3023.006;1;;Primus;
3023.007;26;;Primus;
3023.009;30;;Primus;
3023.010;219;;Primus;
3023.011;28;;Primus;
3023.012;34;;Primus;
3023.017;13;;Primus;
3023.019;6;;Primus;
3023.020;7;;Primus;
3023.021;1;;Primus;
3023.022;6;;Primus;
3023.026;70;;Primus;
3023.029;2;;Primus;
3023.031;4;;Primus;
3023.035;1;;Primus;
3023.040;3;;Primus;
3023.041;4;;Primus;
3023.042;1;;Primus;
3025.010;28;;Primus;
3025.014;68;;Primus;
3025.015;7;;Primus;
3025.017;4226;;Primus;
3025.018;614;;Primus;
3025.021;183;;Primus;
3025.023;718;;Primus;
3025.025;538;;Primus;
3025.026;785;;Primus;
3025.030;768;;Primus;
3025.033;355;;Primus;
3025.034;181;;Primus;
3025.038;801;;Primus;
3025.039;55;;Primus;
3025.053;760;;Primus;
3025.060;1867;;Primus;
3027.005;102;;Primus;
3027.015;490;;Primus;
3027.027;12;;Primus;
3027.028;70;;Primus;
3027.029;182;;Primus;
3027.030;880;;Primus;
3027.031;616;;Primus;
3027.032;42;;Primus;
3027.033;83;;Primus;
3027.038;7;;Primus;
3027.100;383;;Primus;
3027.102;84;;Primus;
3027.103;520;;Primus;
3027.104;5;;Primus;
3027.105;961;;Primus;
3027.106;3;;Primus;
3027.107;3;;Primus;
3027.108;332;;Primus;
3027.109;7;;Primus;
3027.110;28;;Primus;
3027.111;548;;Primus;
3027.112;264;;Primus;
3027.113;146;;Primus;
3027.114;126;;Primus;
3027.115;8;;Primus;
3027.116;7;;Primus;
3027.118;225;;Primus;
3027.119;802;;Primus;
3027.120;168;;Primus;
3027.121;404;;Primus;
3027.122;22;;Primus;
3027.123;536;;Primus;
3027.124;7;;Primus;
3027.125;706;;Primus;
3027.126;5;;Primus;
3027.127;791;;Primus;
3027.128;13;;Primus;
3027.129;1014;;Primus;
3027.130;8;;Primus;
3027.131;101;;Primus;
3027.132;166;;Primus;
3027.133;1012;;Primus;
3027.134;13;;Primus;
3027.135;1019;;Primus;
3027.136;1;;Primus;
3027.137;1001;;Primus;
3027.138;1;;Primus;
3027.139;14;;Primus;
3027.140;7;;Primus;
3027.141;5;;Primus;
3027.142;14;;Primus;
3027.143;431;;Primus;
3027.145;108;;Primus;
3027.146;112;;Primus;
3027.147;1033;;Primus;
3027.148;12;;Primus;
3027.149;517;;Primus;
3027.150;45;;Primus;
3027.151;1152;;Primus;
3027.152;5;;Primus;
3027.153;1013;;Primus;
3027.154;46;;Primus;
3027.155;1022;;Primus;
3027.156;97;;Primus;
3027.157;1001;;Primus;
3027.158;13;;Primus;
3027.159;1003;;Primus;
3027.160;163;;Primus;
3027.161;1006;;Primus;
3027.162;7;;Primus;
3027.165;972;;Primus;
3027.166;3;;Primus;
3027.167;24;;Primus;
3027.168;9;;Primus;
3027.170;9;;Primus;
3027.171;1;;Primus;
3027.172;2;;Primus;
3027.173;9;;Primus;
3027.174;1;;Primus;
3027.175;2;;Primus;
3027.176;8;;Primus;
3027.177;14;;Primus;
3027.178;66;;Primus;
3027.179;992;;Primus;
3027.180;4;;Primus;
3027.181;17;;Primus;
3027.182;5;;Primus;
3027.183;353;;Primus;
3027.190;716;;Primus;
3029.000;62;;Primus;
3029.005;52;;Primus;
3029.006;5;;Primus;
3029.007;4;;Primus;
3029.008;65;;Primus;
3029.009;38;;Primus;
3029.010;304;;Primus;
3029.011;21;;Primus;
3029.012;17;;Primus;
3029.013;19;;Primus;
3029.014;127;;Primus;
3029.015;7;;Primus;
3029.016;485;;Primus;
3029.017;3;;Primus;
3029.018;17;;Primus;
3029.019;103;;Primus;
3029.020;5;;Primus;
3029.021;61;;Primus;
3029.035;2;;Primus;
3029.036;20;;Primus;
3029.038;38;;Primus;
3029.040;368;;Primus;
3029.041;101;;Primus;
3029.044;440;;Primus;
3029.046;73;;Primus;
3029.101;48;;Primus;
3029.102;12;;Primus;
3029.103;39;;Primus;
3029.104;11;;Primus;
3029.105;29;;Primus;
3029.106;5;;Primus;
3029.107;27;;Primus;
3029.108;23;;Primus;
3029.109;18;;Primus;
3029.110;40;;Primus;
3029.111;53;;Primus;
3029.112;18;;Primus;
3029.113;2;;Primus;
3029.114;23;;Primus;
3029.115;25;;Primus;
3029.116;26;;Primus;
3029.117;927;;Primus;
3029.118;514;;Primus;
3029.119;55;;Primus;
3029.120;97;;Primus;
3029.121;28;;Primus;
3029.122;57;;Primus;
3029.123;78;;Primus;
3029.124;55;;Primus;
3029.125;12;;Primus;
3029.126;82;;Primus;
3029.127;220;;Primus;
3029.128;35;;Primus;
3029.129;183;;Primus;
3029.130;238;;Primus;
3029.131;48;;Primus;
3029.132;51;;Primus;
3029.133;148;;Primus;
3029.134;66;;Primus;
3029.135;36;;Primus;
3029.136;36;;Primus;
3029.137;38;;Primus;
3029.138;138;;Primus;
3029.139;28;;Primus;
3029.140;71;;Primus;
3029.141;48;;Primus;
3029.142;48;;Primus;
3029.143;24;;Primus;
3029.144;33;;Primus;
3029.145;44;;Primus;
3029.146;42;;Primus;
3029.147;54;;Primus;
3029.148;36;;Primus;
3029.149;24;;Primus;
3029.151;22;;Primus;
3029.152;13;;Primus;
3029.154;8;;Primus;
3029.155;3;;Primus;
3029.156;2;;Primus;
3029.157;10;;Primus;
3029.158;69;;Primus;
3029.159;44;;Primus;
3029.160;4;;Primus;
3029.161;11;;Primus;
3029.162;1;;Primus;
3029.163;4;;Primus;
3029.164;7;;Primus;
3029.165;34;;Primus;
3029.166;25;;Primus;
3029.167;16;;Primus;
3029.169;22;;Primus;
3029.170;21;;Primus;
3029.171;34;;Primus;
3029.172;40;;Primus;
3029.173;7;;Primus;
3029.174;8;;Primus;
3029.175;20;;Primus;
3029.176;21;;Primus;
3029.177;6;;Primus;
3029.178;9;;Primus;
3029.179;46;;Primus;
3029.180;24;;Primus;
3029.200;956;;Primus;
3029.201;251;;Primus;
3029.202;773;;Primus;
3029.203;12;;Primus;
3029.204;858;;Primus;
3029.205;962;;Primus;
3029.206;979;;Primus;
3029.207;5;;Primus;
3029.208;178;;Primus;
3029.209;962;;Primus;
3029.210;473;;Primus;
3029.211;24;;Primus;
3029.212;339;;Primus;
3029.213;504;;Primus;
3029.214;566;;Primus;
3029.215;237;;Primus;
3029.216;124;;Primus;
3029.217;806;;Primus;
3029.218;1073;;Primus;
3029.219;1021;;Primus;
3029.220;1006;;Primus;
3029.221;914;;Primus;
3029.222;1047;;Primus;
3029.223;1008;;Primus;
3029.224;1051;;Primus;
3029.225;552;;Primus;
3029.226;1033;;Primus;
3029.227;991;;Primus;
3029.228;1006;;Primus;
3029.229;1023;;Primus;
3029.231;301;;Primus;
3029.232;1018;;Primus;
3029.233;1271;;Primus;
3029.234;560;;Primus;
3029.235;1186;;Primus;
3029.236;902;;Primus;
3029.237;667;;Primus;
3029.238;304;;Primus;
3029.239;1371;;Primus;
3029.240;1023;;Primus;
3029.241;1003;;Primus;
3029.242;507;;Primus;
3029.243;54;;Primus;
3029.244;1014;;Primus;
3029.245;1132;;Primus;
3029.246;512;;Primus;
3029.247;666;;Primus;
3029.248;664;;Primus;
3029.249;977;;Primus;
3029.250;1003;;Primus;
3029.251;63;;Primus;
3029.252;37;;Primus;
3029.253;469;;Primus;
3029.254;986;;Primus;
3029.255;43;;Primus;
3029.256;18;;Primus;
3029.257;493;;Primus;
3029.258;23;;Primus;
3029.259;20;;Primus;
3029.260;982;;Primus;
3029.261;983;;Primus;
3029.262;23;;Primus;
3029.263;956;;Primus;
3029.264;961;;Primus;
3029.265;951;;Primus;
3029.266;3;;Primus;
3029.267;1000;;Primus;
3029.268;495;;Primus;
3029.269;983;;Primus;
3029.270;26;;Primus;
3029.271;479;;Primus;
3029.272;76;;Primus;
3029.273;970;;Primus;
3029.274;28;;Primus;
3029.275;13;;Primus;
3029.276;9;;Primus;
3029.277;28;;Primus;
3029.279;14;;Primus;
3029.300;7;;Primus;
3029.302;9;;Primus;
3029.330;37;;Primus;
3031.002;2;;Primus;
3031.003;1429;;Primus;
3033.001;765;;Primus;
3045.003;141;;Primus;
30716002;2;;Primus;
30716004;2;;Primus;
30716011;3;;Primus;
30716012;3;;Primus;
30716015;1;;Primus;
30716016;1;;Primus;
30716017;2;;Primus;
30716019;2;;Primus;
30716022;1;;Primus;
30716023;2;;Primus;
30716024;7;;Primus;
3091.045;30;;Primus;
3091.046;8;;Primus;
3095.003;1;;Primus;
3095.004;41;;Primus;
3095.007;3;;Primus;
3095.008;3;;Primus;
3095.009;43;;Primus;
3095.010;8;;Primus;
3095.011;13;;Primus;
3095.012;79;;Primus;
3095.013;13;;Primus;
3095.020;21;;Primus;
3095.021;43;;Primus;
3111.001;16;;Primus;
3111.002;2;;Primus;
3111.007;1;;Primus;
3113.001;190;;Primus;
3113.002;22;;Primus;
31133002;9;;Primus;
31173019;750;;Primus;
31181012;9;;Primus;
31331001;173;;Primus;
3191.009;19;;Primus;
3205.001;21;;Primus;
3211.000;3;;Primus;
3211.001;1;;Primus;
3211.002;1;;Primus;
3211.003;1;;Primus;
32163027;99;;Primus;
32163032;2023;;Primus;
32181014;46;;Primus;
32181015;37;;Primus;
3221.000;2;;Primus;
3221.001;23;;Primus;
3223.000;10;;Primus;
3223.001;18;;Primus;
3223.002;9;;Primus;
32243001;3;;Primus;
3231.000;2;;Primus;
3233.000;3;;Primus;
3233.001;3;;Primus;
32333015;247;;Primus;
32716001;1;;Primus;
32716002;2;;Primus;
3303.049;83;;Primus;
3303.063;258;;Primus;
3303.067;557;;Primus;
3303.068;63;;Primus;
3303.085;79;;Primus;
3303.086;80;;Primus;
3303.095;183;;Primus;
3303.098;72;;Primus;
3303.105;67;;Primus;
3303.139;53;;Primus;
3303.146;181;;Primus;
3303.154;48;;Primus;
3303.178;70;;Primus;
3303.316;93;;Primus;
3305.014;78;;Primus;
3314.004;1;;Primus;
3314.008;1;;Primus;
3314.027;1;;Primus;
3314.028;1;;Primus;
3314.030;1;;Primus;
3314.031;1;;Primus;
3314.033;1;;Primus;
3314.035;1;;Primus;
3314.036;1;;Primus;
3314.038;1;;Primus;
3314.039;1;;Primus;
3314.040;61;;Primus;
334.0023;1;;Primus;
3361.003;7;;Primus;
3361.004;5;;Primus;
3361.005;14;;Primus;
3361.006;34;;Primus;
3361.007;6;;Primus;
3361.008;52;;Primus;
3361.010;13;;Primus;
3361.011;20;;Primus;
3361.013;10;;Primus;
3361.014;42;;Primus;
3361.015;24;;Primus;
3361.016;11;;Primus;
3361.017;21;;Primus;
3361.018;16;;Primus;
3361.019;13;;Primus;
3361.021;35;;Primus;
3361.022;36;;Primus;
3361.023;19;;Primus;
3361.024;27;;Primus;
3361.025;7;;Primus;
3361.026;1;;Primus;
3361.027;22;;Primus;
3361.028;12;;Primus;
3361.029;6;;Primus;
3361.030;17;;Primus;
3361.031;19;;Primus;
3361.032;12;;Primus;
3361.033;4;;Primus;
3361.034;42;;Primus;
3361.035;3;;Primus;
3361.036;36;;Primus;
3361.038;20;;Primus;
3361.039;41;;Primus;
3361.040;21;;Primus;
3361.041;12;;Primus;
3363.000;3;;Primus;
3363.002;3;;Primus;
3363.003;1;;Primus;
3363.004;1;;Primus;
3363.006;33;;Primus;
3363.007;14;;Primus;
3363.008;35;;Primus;
3363.009;5;;Primus;
3363.010;31;;Primus;
3363.011;21;;Primus;
3363.013;19;;Primus;
3363.014;1;;Primus;
3363.016;8;;Primus;
3363.017;8;;Primus;
3363.018;33;;Primus;
3363.019;24;;Primus;
3363.020;18;;Primus;
3363.022;28;;Primus;
3363.023;18;;Primus;
3363.024;18;;Primus;
3363.026;19;;Primus;
3363.027;42;;Primus;
3363.028;1;;Primus;
3363.029;56;;Primus;
3363.030;11;;Primus;
3363.031;14;;Primus;
3363.032;911;;Primus;
3363.033;13;;Primus;
3363.034;33;;Primus;
3363.035;6;;Primus;
3363.036;7;;Primus;
3363.037;1;;Primus;
3363.039;5;;Primus;
3363.040;33;;Primus;
3363.041;31;;Primus;
337.0342;1;;Primus;
34011050;1;;Primus;
34011058;1;;Primus;
34011059;4;;Primus;
34011060;1;;Primus;
34011062;4;;Primus;
34011063;2;;Primus;
34011064;1;;Primus;
34011065;2;;Primus;
34011067;2;;Primus;
34012008;3;;Primus;
34012010;2;;Primus;
34021048;37;;Primus;
34021051;10;;Primus;
34021053;7;;Primus;
34021068;6;;Primus;
34021075;99;;Primus;
34021076;29;;Primus;
34021077;49;;Primus;
34021079;39;;Primus;
34022001;1;;Primus;
34022002;1;;Primus;
34022007;5;;Primus;
34022008;9;;Primus;
34022009;2;;Primus;
34022010;2;;Primus;
341.0064;1;;Primus;
34211011;1;;Primus;
34216001;1;;Primus;
34216002;1;;Primus;
34222031;6;;Primus;
34222032;6;;Primus;
34222034;16;;Primus;
34222035;4;;Primus;
34222036;17;;Primus;
34222037;18;;Primus;
34222038;9;;Primus;
34222039;12;;Primus;
34252048;1;;Primus;
34331012;1;;Primus;
34716001;2;;Primus;
34716002;2;;Primus;
3505.001;25;;Primus;
3505.007;4;;Primus;
3505.057;13;;Primus;
3505.061;5;;Primus;
3505.065;15;;Primus;
3511.000;2;;Primus;
3511.001;1;;Primus;
3511.004;12;;Primus;
3511.005;10;;Primus;
3511.006;6;;Primus;
3511.007;29;;Primus;
3511.008;35;;Primus;
3511.009;27;;Primus;
3511.010;5;;Primus;
3511.011;19;;Primus;
3511.012;10;;Primus;
3511.014;11;;Primus;
3511.015;20;;Primus;
3511.016;2;;Primus;
3511.017;5;;Primus;
3511.018;23;;Primus;
3511.019;40;;Primus;
3511.020;51;;Primus;
3511.021;14;;Primus;
3511.022;22;;Primus;
3511.023;34;;Primus;
3511.029;2;;Primus;
3511.043;1;;Primus;
3511.057;2;;Primus;
3511.062;1;;Primus;
3511.067;3;;Primus;
3511.068;1;;Primus;
3512.002;1;;Primus;
3513.000;28;;Primus;
3513.001;17;;Primus;
3513.002;52;;Primus;
3513.003;48;;Primus;
3513.004;2;;Primus;
3513.005;11;;Primus;
3513.006;49;;Primus;
3513.007;75;;Primus;
3513.008;75;;Primus;
3513.009;2;;Primus;
3513.010;28;;Primus;
3513.012;23;;Primus;
3513.013;2;;Primus;
3513.015;6;;Primus;
3513.016;34;;Primus;
3513.017;27;;Primus;
3513.018;18;;Primus;
3513.019;37;;Primus;
3513.045;1;;Primus;
3513.047;13;;Primus;
3513.048;21;;Primus;
3513.049;40;;Primus;
3513.050;23;;Primus;
3513.051;25;;Primus;
3513.052;12;;Primus;
3513.053;32;;Primus;
3513.054;1;;Primus;
3514.002;1;;Primus;
3514.003;2;;Primus;
3514.008;1;;Primus;
3514.016;1;;Primus;
3514.018;1;;Primus;
3514.027;1;;Primus;
3515.000;2;;Primus;
3515.009;11;;Primus;
3515.010;1;;Primus;
3515.011;48;;Primus;
3519.000;8;;Primus;
3519.017;6;;Primus;
3519.019;377;;Primus;
3519.020;591;;Primus;
3519.024;4;;Primus;
3519.029;1;;Primus;
3521.002;27;;Primus;
3521.003;19;;Primus;
3521.006;31;;Primus;
3521.027;278;;Primus;
3521.033;4;;Primus;
3521.034;25;;Primus;
3521.035;41;;Primus;
3521.037;25;;Primus;
3521.038;8;;Primus;
3521.039;12;;Primus;
3521.040;11;;Primus;
3521.041;84;;Primus;
3523.000;87;;Primus;
3523.002;2;;Primus;
3523.008;13;;Primus;
3525.005;1;;Primus;
3525.014;26;;Primus;
3541.003;39;;Primus;
3558.000;1;;Primus;
3558.005;8;;Primus;
3558.007;1;;Primus;
3558.008;5;;Primus;
3558.010;94;;Primus;
3558.011;275;;Primus;
3558.012;232;;Primus;
3558.014;70;;Primus;
3558.018;94;;Primus;
3605.001;112;;Primus;
3611.015;1;;Primus;
3611.016;1;;Primus;
36222005;28;;Primus;
36222007;18;;Primus;
36222008;19;;Primus;
3691.001;19;;Primus;
3695.000;2;;Primus;
3714.000;41;;Primus;
3734.023;1;;Primus;
3734.024;1;;Primus;
3734.028;2;;Primus;
3734.032;1;;Primus;
3734.033;2;;Primus;
